C.D.S.  -  SIMBAD4 rel 1.6  -  2018.04.29CEST19:43:33

coord 05 38 55.526-69 04 26.72 (ICRS, J2000, 2000.0), radius: 10 arcmin
-----------------------------------------------------------------------

Number of objects : 3343

 #  |dist(asec)|          identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |            spec. type             |#bib|#not
----|----------|------------------------------|---|---------------------------|------|------|------|------|------|-----------------------------------|----|----
2527|    390.80|OGLE LMC-ECL-21393            |EB*|05 38 37.79 -68 58 07.7    |     ~|     ~|17.268|     ~|17.311|~                                  |   1|   0
2528|    390.83|[SDP2012] 3 42                |pr?|05 39 39.08 -69 09 40.6    |     ~|     ~|20.992|     ~|20.560|~                                  |   1|   0
2529|    391.23|[SDP2012] 3 32                |pr?|05 39 36.13 -69 09 52.2    |     ~|     ~|19.660|     ~|19.198|~                                  |   1|   0
2530|    391.30|2MASS J05375698-6908212       |*  |05 37 56.98 -69 08 21.3    |     ~|15.6  |15.8  |15.95 |     ~|O9.7II-III((n))                    |   7|   0
2531|    391.43|IRSF J05400764-6903240        |*  |05 40 07.612 -69 03 23.82  |     ~|16.02 |16.09 |     ~|     ~|B0V-IV                             |   5|   0
2532|    391.62|OGLE LMC-RRLYR-20679          |RR*|05 38 21.83 -68 58 39.4    |     ~|     ~|19.107|     ~|18.389|~                                  |   1|   0
2533|    391.63|[SDP2012] 3 44                |pr?|05 39 39.53 -69 09 39.8    |     ~|     ~|22.467|     ~|22.015|~                                  |   1|   0
2534|    392.00|2MASS J05384348-6858000       |*  |05 38 43.48 -68 58 00.1    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2535|    392.09|[SDP2012] 3 54                |pr?|05 39 42.00 -69 09 30.0    |     ~|     ~|22.596|     ~|22.135|~                                  |   1|   0
2536|    392.11|VFTS 650                      |*  |05 38 50.690 -68 57 55.47  |     ~|16.88 |16.98 |     ~|     ~|B1.5V                              |   5|   0
2537|    392.72|OGLE LMC175.3 33515           |cC*|05 39 34.706 -69 09 58.92  |     ~|     ~|18.183|     ~|16.830|~                                  |   4|   0
2538|    393.14|IRSF J05374609-6906349        |*  |05 37 46.089 -69 06 34.79  |     ~|16.49 |16.24 |     ~|     ~|B2:V                               |   4|   0
2539|    393.17|VFTS 838                      |*  |05 39 41.760 -69 09 32.44  |     ~|16.09 |15.81 |     ~|     ~|B1:II(n)                           |   6|   0
2540|    393.63|IRSF J05395265-6900198        |*  |05 39 52.657 -69 00 19.80  |     ~|16.38 |16.28 |     ~|     ~|B1-3V-IIIe+                        |   5|   0
2541|    393.88|[SDP2012] 3 47                |pr?|05 39 38.90 -69 09 45.1    |     ~|     ~|20.164|     ~|19.191|~                                  |   1|   0
2542|    394.77|[SDP2012] 3 46                |pr?|05 39 39.76 -69 09 42.8    |     ~|     ~|20.990|     ~|20.129|~                                  |   1|   0
2543|    394.88|[H88b] 70                     |Cld|05 37 42.0 -69 04 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2544|    394.93|2MASS J05375908-6908413       |LP*|05 37 59.088 -69 08 41.36  |     ~|     ~|16.652|     ~|13.178|~                                  |   1|   0
2545|    395.70|IRSF J05374504-6902296        |*  |05 37 45.041 -69 02 29.36  |     ~|15.54 |15.63 |     ~|     ~|O9Vn                               |   6|   0
2546|    395.85|OGLE LMC-ECL-21952            |EB*|05 40 00.62 -69 07 34.8    |     ~|     ~|18.704|     ~|18.509|~                                  |   1|   0
2547|    396.25|OGLE LMC-RRLYR-21106          |RR*|05 39 39.61 -68 59 08.9    |     ~|     ~|19.949|     ~|19.032|~                                  |   1|   0
2548|    396.40|[SDP2012] 3 49                |pr?|05 39 39.34 -69 09 46.5    |     ~|     ~|21.970|     ~|21.304|~                                  |   1|   0
2549|    396.73|VFTS 866                      |*  |05 40 00.410 -69 01 16.27  |     ~|16.12 |16.24 |     ~|     ~|B1.5V                              |   5|   0
2550|    397.40|[SDP2012] 3 36                |pr?|05 39 36.30 -69 09 59.0    |     ~|     ~|22.501|     ~|21.895|~                                  |   1|   0
2551|    397.58|[SDP2012] 3 45                |pr?|05 39 38.89 -69 09 49.7    |     ~|     ~|22.111|     ~|21.467|~                                  |   1|   0
2552|    398.70|[SDP2012] 3 50                |pr?|05 39 39.76 -69 09 47.7    |     ~|     ~|22.575|     ~|21.900|~                                  |   1|   0
2553|    399.11|[SDP2012] 3 34                |pr?|05 39 35.50 -69 10 03.8    |     ~|     ~|22.304|     ~|21.930|~                                  |   1|   0
2554|    399.48|EROS2-star lm003-1k-7425      |LP*|05 40 06.79 -69 06 25.2    |     ~|     ~|     ~|15.276|     ~|~                                  |   1|   0
2555|    399.51|MGPN LMC 68                   |PN |05 38 19.42 -68 58 37.4    |17.62 |19.07 |18.44 |     ~|     ~|~                                  |   5|   0
2556|    399.62|[SDP2012] 3 35                |pr?|05 39 35.50 -69 10 04.4    |     ~|     ~|22.621|     ~|21.906|~                                  |   1|   0
2557|    399.95|[SDP2012] 3 43                |pr?|05 39 36.37 -69 10 01.8    |     ~|     ~|22.174|     ~|21.388|~                                  |   1|   0
2558|    399.95|OGLE LMC-LPV-76241            |LP*|05 38 18.59 -68 58 39.4    |     ~|     ~|17.282|     ~|15.377|~                                  |   1|   0
2559|    400.15|CXOU J053903.5-685748         |X  |05 39 03.575 -68 57 48.91  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2560|    400.17|[SDP2012] 3 56                |pr?|05 39 39.20 -69 09 51.7    |     ~|     ~|21.488|     ~|21.121|~                                  |   1|   0
2561|    400.22|OGLE LMC-ECL-20994            |EB*|05 37 40.866 -69 04 41.52  |     ~|16.27 |16.19 |16.18 |15.905|B+B                                |   6|   0
2562|    400.88|[SDP2012] 3 39                |pr?|05 39 35.91 -69 10 04.5    |     ~|     ~|22.155|     ~|21.280|~                                  |   1|   0
2563|    401.32|IRSF J05375000-6907421        |*  |05 37 50.011 -69 07 42.09  |     ~|16.18 |16.03 |     ~|     ~|B1IV                               |   5|   0
2564|    401.82|HTR 9                         |IR |05 38 23.4 -69 10 30       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2565|    402.05|2MASS J05380548-6909268       |LP*|05 38 05.489 -69 09 26.81  |     ~|     ~|18.556|15.344|15.192|~                                  |   2|   0
2566|    402.64|[SDP2012] 3 59                |pr?|05 39 39.55 -69 09 53.4    |     ~|     ~|21.270|     ~|20.509|~                                  |   1|   0
2567|    402.77|CXOU J053943.9-690938         |X  |05 39 43.33 -69 09 38.0    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2568|    402.82|IRSF J05380673-6909324        |*  |05 38 06.539 -69 09 32.75  |     ~|16.43 |16.41 |     ~|     ~|B1V                                |   5|   0
2569|    403.41|[SDP2012] 3 62                |pr?|05 39 39.90 -69 09 53.0    |     ~|     ~|21.532|     ~|20.986|~                                  |   1|   0
2570|    403.44|2MASS J05385436-6911101       |*  |05 38 54.366 -69 11 10.11  |     ~|16.47 |15.97 |     ~|     ~|~                                  |   1|   0
2571|    403.46|VFTS 135                      |*  |05 37 44.210 -69 06 37.29  |     ~|16.02 |16.01 |     ~|     ~|B1:V-IIIne                         |   4|   0
2572|    403.55|[H88b] 69                     |Cld|05 37 42.0 -69 03 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2573|    403.65|IRSF J05374020-6904121        |*  |05 37 40.238 -69 04 12.24  |     ~|16.48 |16.43 |     ~|     ~|B0.2V                              |   4|   0
2574|    403.72|VFTS 133                      |*  |05 37 43.980 -69 06 34.41  |     ~|16.01 |16.03 |     ~|     ~|B0.5V                              |   4|   0
2575|    403.85|[GC2009] J053908.25-691104.8  |IR |05 39 08.25 -69 11 04.8    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2576|    404.10|V* Z Dor                      |s*r|05 38 16.015 -69 10 11.23  |     ~|16.798|15.037|12.49 |     ~|M4Ia-Iab                           |  13|   0
2577|    404.32|[SDP2012] 3 63                |pr?|05 39 39.83 -69 09 54.4    |     ~|     ~|20.892|     ~|19.810|~                                  |   1|   0
2578|    404.57|[SDP2012] 3 64                |pr?|05 39 40.09 -69 09 53.7    |     ~|     ~|22.801|     ~|22.099|~                                  |   1|   0
2579|    404.60|[SDP2012] 3 61                |pr?|05 39 39.37 -69 09 56.5    |     ~|     ~|22.227|     ~|21.689|~                                  |   1|   0
2580|    404.63|2MASS J05375786-6908487       |*  |05 37 57.87 -69 08 48.7    |14.469|15.276|15.288|15.73 |15.310|B1III                              |   6|   0
2581|    404.80|[SDP2012] 3 58                |pr?|05 39 39.04 -69 09 58.0    |     ~|     ~|21.693|     ~|21.026|~                                  |   1|   0
2582|    404.82|[SDP2012] 3 29                |pr?|05 39 32.47 -69 10 20.1    |     ~|     ~|22.184|     ~|21.751|~                                  |   1|   0
2583|    405.15|OGLE LMC-RRLYR-20891          |RR*|05 38 56.46 -68 57 41.6    |     ~|     ~|19.907|     ~|19.260|~                                  |   2|   0
2584|    405.56|LHA 120-N 171                 |EmO|05 40 00.0 -69 08 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   3|   0
2585|    405.56|[H88b] 111                    |Cld|05 40 00.0 -69 08 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2586|    405.80|VFTS 199                      |*  |05 37 54.780 -69 00 24.99  |     ~|16.9  |16.91 |     ~|     ~|B+B                                |   4|   0
2587|    406.08|VFTS 752                      |*  |05 39 09.120 -68 57 47.26  |     ~|16.36 |16.48 |     ~|     ~|B2V                                |   4|   0
2588|    406.45|[ST92] 1-98                   |SB*|05 37 59.44 -69 09 01.0    |     ~|13.68 |13.92 |13.90 |     ~|O4V((fc)):+O5V((fc)):              |  11|   0
2589|    406.88|2MASS J05375179-6908087       |*  |05 37 51.80 -69 08 08.8    |     ~|16.75 |15.8  |15.72 |     ~|K0/K1                              |   0|   0
2590|    407.82|2MASS J05380391-6909270       |*  |05 38 03.92 -69 09 27.0    |     ~|15.25 |14.8  |16.16 |     ~|~                                  |   1|   0
2591|    407.83|[SDP2012] 3 55                |pr?|05 39 38.00 -69 10 05.5    |     ~|     ~|22.769|     ~|22.232|~                                  |   1|   0
2592|    408.32|[SDP2012] 3 48                |pr?|05 39 36.74 -69 10 10.5    |     ~|     ~|21.738|     ~|20.993|~                                  |   1|   0
2593|    408.56|OGLE LMC-RRLYR-20565          |RR*|05 37 56.57 -69 00 08.2    |     ~|     ~|20.048|     ~|19.338|~                                  |   2|   0
2594|    408.65|[SDP2012] 3 51                |pr?|05 39 36.68 -69 10 11.1    |     ~|     ~|20.149|     ~|19.253|~                                  |   1|   0
2595|    408.91|CXOU J054006.1-690152         |X  |05 40 06.145 -69 01 52.48  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2596|    409.03|CXOU J053915.8-685752         |X  |05 39 15.857 -68 57 52.53  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2597|    409.18|EROS2-star lm003-1k-13295     |LP*|05 39 45.48 -69 09 36.7    |     ~|     ~|     ~|15.994|     ~|~                                  |   1|   0
2598|    409.19|2MASS J05401032-6903050       |V* |05 40 10.329 -69 03 05.04  |     ~|15.39 |15.37 |16.200|     ~|B1.5IIIe+                          |   5|   0
2599|    409.50|[SDP2012] 3 60                |pr?|05 39 37.89 -69 10 07.9    |     ~|     ~|22.818|     ~|22.306|~                                  |   1|   0
2600|    409.87|2MASS J05400767-6906439       |*  |05 40 07.679 -69 06 43.94  |     ~|15.28 |15.07 |     ~|     ~|~                                  |   2|   0
2601|    410.11|2MASS J05374141-6906105       |*  |05 37 41.420 -69 06 10.52  |     ~|17.79 |16.38 |     ~|     ~|~                                  |   1|   0
2602|    410.30|[H88b] 82                     |Cld|05 38 30.0 -68 58 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2603|    410.61|[SDP2012] 3 41                |pr?|05 39 33.55 -69 10 23.5    |     ~|     ~|22.767|     ~|21.932|~                                  |   1|   0
2604|    410.67|OGLE LMC-RRLYR-21219          |RR*|05 40 05.78 -69 07 11.9    |     ~|     ~|20.083|     ~|19.326|~                                  |   1|   0
2605|    410.76|[SDP2012] 3 53                |pr?|05 39 37.09 -69 10 12.2    |     ~|     ~|22.370|     ~|21.735|~                                  |   1|   0
2606|    411.07|2MASS J05381655-6910211       |LP*|05 38 16.558 -69 10 21.11  |     ~|     ~|17.694|15.323|15.215|~                                  |   2|   0
2607|    411.09|[H88b] 105                    |Cld|05 39 42.0 -68 59 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2608|    411.40|BI 261                        |*  |05 40 01.325 -69 07 59.60  |13.74 |14.76 |14.63 |     ~|     ~|B1IbNwk                            |   7|   0
2609|    411.58|VFTS 107                      |*  |05 37 40.410 -69 05 54.09  |     ~|16.74 |16.68 |     ~|     ~|B1:V                               |   4|   0
2610|    412.20|IRSF J05373989-6905468        |*  |05 37 40.036 -69 05 47.41  |     ~|16.19 |16.20 |     ~|     ~|O9.7II-III((n))                    |   7|   0
2611|    412.28|[SDP2012] 3 81                |pr?|05 39 46.02 -69 09 38.3    |     ~|     ~|20.155|     ~|19.143|~                                  |   1|   0
2612|    412.76|IRSF J05394737-6859220        |*  |05 39 47.374 -68 59 21.90  |     ~|15.06 |15.14 |     ~|     ~|O7Vz                               |   7|   0
2613|    412.90|2MASS J05390542-6857372       |*  |05 39 05.421 -68 57 37.26  |     ~|14.57 |14.55 |     ~|     ~|B0.5IIIe+                          |   5|   0
2614|    413.13|IRSF J05401249-6903582        |*  |05 40 12.438 -69 03 57.88  |     ~|16.3  |16.30 |     ~|     ~|B3-5III(n)e                        |   5|   0
2615|    413.15|[SDP2012] 3 80                |pr?|05 39 45.53 -69 09 41.7    |     ~|     ~|22.566|     ~|21.795|~                                  |   1|   0
2616|    413.24|[SDP2012] 3 72                |pr?|05 39 41.58 -69 09 58.6    |     ~|     ~|20.968|     ~|19.831|~                                  |   1|   0
2617|    413.50|[SDP2012] 3 57                |pr?|05 39 36.96 -69 10 15.9    |     ~|     ~|22.279|     ~|21.532|~                                  |   1|   0
2618|    414.24|[SDP2012] 3 66                |pr?|05 39 37.07 -69 10 16.4    |     ~|     ~|19.925|     ~|19.063|~                                  |   1|   0
2619|    414.29|CXOU J053913.0-691110         |X  |05 39 13.052 -69 11 10.29  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2620|    415.32|2MASS J05375419-6908414       |*  |05 37 54.19 -69 08 41.4    |     ~|17.68 |16.3  |     ~|     ~|G                                  |   1|   0
2621|    415.93|WHHW 0538.0-6904              |X  |05 37 40.31 -69 02 44.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
2622|    416.14|VFTS 574                      |*  |05 38 44.820 -68 57 34.57  |     ~|15.77 |15.89 |     ~|     ~|O9.5IIIn                           |   7|   0
2623|    416.16|2MASS J05392379-6910544       |*  |05 39 23.797 -69 10 54.48  |     ~|15.83 |15.47 |     ~|     ~|O8.5III                            |   6|   0
2624|    416.66|EROS2-star lm003-1k-6613      |LP*|05 40 11.62 -69 05 53.9    |     ~|     ~|     ~|16.571|     ~|~                                  |   1|   0
2625|    416.70|OGLE LMC175.4 34451           |cC*|05 39 58.200 -69 00 20.65  |     ~|18.01 |16.743|     ~|15.790|~                                  |   5|   0
2626|    416.91|[SDP2012] 3 76                |pr?|05 39 42.70 -69 09 58.7    |     ~|     ~|22.556|     ~|21.701|~                                  |   1|   0
2627|    417.07|[H88b] 71                     |Cld|05 37 48.0 -69 01 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2628|    417.23|2MASS J05382176-6910429       |*  |05 38 21.766 -69 10 42.92  |     ~|15.87 |15.46 |     ~|     ~|~                                  |   2|   0
2629|    417.44|OGLE LMC-ECL-20979            |EB*|05 37 39.62 -69 02 53.5    |     ~|     ~|19.623|     ~|18.476|~                                  |   1|   0
2630|    417.54|CXOU J054008.5-690202         |X  |05 40 08.599 -69 02 02.48  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2631|    417.80|IRSF J05390089-6857297        |*  |05 39 00.914 -68 57 29.93  |     ~|15.93 |15.99 |     ~|     ~|B2.5III                            |   4|   0
2632|    418.23|[SDP2012] 3 79                |pr?|05 39 42.64 -69 10 00.6    |     ~|     ~|22.653|     ~|22.239|~                                  |   1|   0
2633|    419.27|OGLE LMC-RRLYR-21250          |RR*|05 40 12.70 -69 05 37.4    |     ~|     ~|19.398|     ~|18.776|~                                  |   2|   0
2634|    419.54|[SDP2012] 3 67                |pr?|05 39 36.24 -69 10 25.4    |     ~|     ~|21.001|     ~|19.838|~                                  |   1|   0
2635|    419.74|IRSF J05393844-6858360        |*  |05 39 38.436 -68 58 35.87  |     ~|15.89 |16.03 |     ~|     ~|B0V-IV                             |   3|   0
2636|    420.02|2MASS J05375509-6908549       |*  |05 37 55.10 -69 08 55.0    |     ~|16.29 |16.4  |     ~|     ~|B2V                                |   6|   0
2637|    420.26|2MASS J05380995-6858450       |LP*|05 38 09.958 -68 58 45.02  |     ~|     ~|17.203|14.559|14.224|~                                  |   2|   0
2638|    420.64|[SDP2012] 3 68                |pr?|05 39 38.21 -69 10 20.1    |     ~|     ~|22.371|     ~|21.629|~                                  |   1|   0
2639|    420.79|IRSF J05401370-6905098        |*  |05 40 13.680 -69 05 09.68  |     ~|16.84 |16.73 |     ~|     ~|B3V-III                            |   4|   0
2640|    421.11|VFTS 807                      |*  |05 39 35.140 -69 10 30.73  |     ~|16.93 |16.37 |     ~|     ~|O9.5IIINstr                        |   8|   0
2641|    421.57|OGLE LMC-RRLYR-20877          |RR*|05 38 54.32 -68 57 25.2    |     ~|     ~|20.129|     ~|19.394|~                                  |   2|   0
2642|    422.18|[SDP2012] 3 65                |pr?|05 39 35.48 -69 10 30.9    |     ~|     ~|20.234|     ~|19.695|~                                  |   1|   0
2643|    422.18|[SDP2012] 3 78                |pr?|05 39 41.86 -69 10 08.6    |     ~|     ~|22.635|     ~|22.088|~                                  |   1|   0
2644|    422.33|IRSF J05392915-6858050        |*  |05 39 29.184 -68 58 05.03  |     ~|15.84 |15.80 |     ~|     ~|B1-2V-IIIe+                        |   5|   0
2645|    423.02|2MASS J05383877-6911201       |*  |05 38 38.773 -69 11 20.16  |     ~|17.91 |16.37 |     ~|     ~|~                                  |   1|   0
2646|    423.64|[WHO2011] A314                |MoC|05 37 58.0 -69 09 18       |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2647|    423.67|VFTS 95                       |*  |05 37 38.530 -69 06 04.47  |     ~|16.04 |16.06 |     ~|     ~|B0.2V                              |   5|   0
2648|    423.69|2MASS J05373778-6905455       |SB*|05 37 37.785 -69 05 45.57  |     ~|15.13 |15.03 |     ~|     ~|O9.2III-IV                         |   8|   0
2649|    423.78|[SDP2012] 3 70                |pr?|05 39 38.83 -69 10 21.7    |     ~|     ~|22.627|     ~|22.198|~                                  |   1|   0
2650|    424.75|[SDP2012] 3 82                |pr?|05 39 43.65 -69 10 04.7    |     ~|     ~|22.554|     ~|21.861|~                                  |   1|   0
2651|    424.98|2MASS J05373889-6906176       |IR |05 37 38.898 -69 06 17.68  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2652|    425.15|CXOU J053758.2-690921         |X  |05 37 58.242 -69 09 21.54  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2653|    425.32|OGLE LMC-RRLYR-20975          |RR*|05 39 15.17 -68 57 34.7    |     ~|     ~|19.340|     ~|18.839|~                                  |   1|   0
2654|    425.33|OGLE LMC-ECL-21238            |EB*|05 38 17.95 -68 58 12.3    |     ~|     ~|19.170|     ~|18.329|~                                  |   1|   0
2655|    425.54|IRSF J05373633-6905012        |*  |05 37 36.340 -69 05 01.22  |     ~|16.01 |15.91 |     ~|     ~|B1.5V                              |   5|   0
2656|    426.43|OGLE LMC-ECL-21192            |EB*|05 38 09.320 -69 10 14.33  |     ~|16.49 |16.49 |     ~|16.406|B2:V                               |   5|   0
2657|    426.58|IRSF J05374223-6907144        |*  |05 37 42.254 -69 07 14.67  |     ~|16.02 |15.96 |     ~|     ~|B1IV                               |   5|   0
2658|    426.91|[SDP2012] 3 74                |pr?|05 39 39.64 -69 10 22.6    |     ~|     ~|22.423|     ~|21.755|~                                  |   1|   0
2659|    427.08|[SDP2012] 3 87                |pr?|05 39 48.05 -69 09 48.5    |     ~|     ~|22.838|     ~|22.079|~                                  |   1|   0
2660|    427.12|OGLE LMC-DSCT-2308            |dS*|05 39 00.07 -68 57 20.3    |     ~|     ~|22.049|     ~|21.276|~                                  |   1|   0
2661|    427.23|[MG73] 84                     |s*r|05 37 54.64 -69 09 03.3    |     ~|15.83 |15.4  |12.90 |     ~|K4.5Iab-Ib                         |   3|   0
2662|    427.92|2MASS J05400906-6907147       |LP*|05 40 09.063 -69 07 14.76  |     ~|     ~|20.729|16.700|16.196|~                                  |   2|   0
2663|    428.66|OGLE LMC-ECL-21136            |EB*|05 37 59.19 -68 59 22.9    |     ~|     ~|18.681|     ~|18.582|~                                  |   1|   0
2664|    429.32|CXOU J053914.0-685729         |X  |05 39 14.068 -68 57 29.11  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2665|    429.96|IRSF J05391780-6857337        |*  |05 39 17.840 -68 57 33.80  |     ~|16.88 |16.89 |     ~|     ~|B3-5V-III                          |   5|   0
2666|    430.61|2MASS J05380057-6909415       |*  |05 38 00.57 -69 09 41.5    |     ~|16.71 |15.0  |14.34 |     ~|~                                  |   1|   0
2667|    431.11|OGLE LMC-ECL-21591            |EB*|05 39 02.20 -68 57 17.1    |     ~|     ~|19.335|     ~|18.320|~                                  |   1|   0
2668|    431.15|2MASS J05382723-6857432       |*  |05 38 27.230 -68 57 43.25  |     ~|18.12 |16.58 |     ~|     ~|~                                  |   1|   0
2669|    431.32|2MASS J05382913-6857393       |SB*|05 38 29.138 -68 57 39.35  |     ~|13.93 |14.12 |     ~|     ~|O4V((n))((fc))z                    |   6|   0
2670|    431.54|IRSF J05374767-6900351        |*  |05 37 47.658 -69 00 35.13  |     ~|15.58 |15.61 |     ~|     ~|B2.5III                            |   5|   0
2671|    431.87|2MASS J05382989-6911162       |LP*|05 38 29.894 -69 11 16.29  |     ~|     ~|17.942|14.587|14.432|~                                  |   2|   0
2672|    432.36|OGLE LMC-RRLYR-20546          |RR*|05 37 53.86 -68 59 48.5    |     ~|     ~|19.693|     ~|19.133|~                                  |   1|   0
2673|    432.70|OGLE LMC-RRLYR-21011          |RR*|05 39 22.77 -69 11 14.2    |     ~|     ~|21.245|     ~|19.787|~                                  |   1|   0
2674|    432.91|[SDP2012] 3 86                |pr?|05 39 46.82 -69 10 01.7    |     ~|     ~|22.904|     ~|22.264|~                                  |   1|   0
2675|    433.48|[SDP2012] 3 89                |pr?|05 39 46.67 -69 10 03.1    |     ~|     ~|20.719|     ~|19.704|~                                  |   1|   0
2676|    434.54|IRSF J05374172-6907282        |*  |05 37 41.738 -69 07 28.13  |     ~|16.43 |16.36 |     ~|     ~|B0.7V                              |   4|   0
2677|    434.60|2MASS J05375064-6908483       |SB*|05 37 50.65 -69 08 48.4    |     ~|15.75 |15.7  |     ~|     ~|O8V+B0:V:                          |   6|   0
2678|    434.69|[GC2009] J053901.08-691140.4  |IR |05 39 01.08 -69 11 40.4    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2679|    435.79|[SDP2012] 3 71                |pr?|05 39 36.56 -69 10 43.3    |     ~|     ~|22.838|     ~|21.890|~                                  |   1|   0
2680|    436.26|[JGB98] 30 Dor-18             |MoC|05 37 55.3 -69 09 21       |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2681|    436.44|CXOU J053836.5-685726         |X  |05 38 36.05 -68 57 23.0    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2682|    436.72|OGLE LMC175.5 11738           |cC*|05 37 34.851 -69 05 30.52  |     ~|     ~|17.020|     ~|15.983|~                                  |   4|   0
2683|    437.06|LI-LMC 1516                   |IR |05 40 12.0 -69 07 00       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
2684|    437.08|2MASS J05382845-6911191       |SB*|05 38 28.456 -69 11 19.18  |     ~|14.28 |14.38 |     ~|     ~|O4.5V(n)((fc)):z:+O5.5V(n)((fc)):z:|  11|   0
2685|    437.10|[JGB98] 30 Dor-21             |MoC|05 39 34.5 -69 10 51       |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2686|    437.46|2MASS J05395239-6909412       |*  |05 39 52.394 -69 09 41.23  |     ~|15.67 |14.23 |13.20 |     ~|~                                  |   2|   0
2687|    437.73|OGLE LMC-ECL-20969            |EB*|05 37 38.00 -69 02 09.6    |     ~|     ~|19.463|     ~|18.571|~                                  |   1|   0
2688|    438.09|2MASS J05374628-6908207       |*  |05 37 46.29 -69 08 20.7    |15.863|16.667|16.570|     ~|16.316|O9.5V                              |   8|   0
2689|    438.27|VFTS 126                      |*  |05 37 42.960 -69 01 05.34  |     ~|16.71 |16.78 |     ~|     ~|B1V                                |   5|   0
2690|    438.60|[SDP2012] 3 75                |pr?|05 39 37.28 -69 10 44.3    |     ~|     ~|20.054|     ~|19.164|~                                  |   1|   0
2691|    438.63|[SDP2012] 3 84                |pr?|05 39 44.84 -69 10 17.3    |     ~|     ~|22.212|     ~|21.461|~                                  |   1|   0
2692|    439.29|OGLE LMC-ECL-21065            |SB*|05 37 50.40 -69 08 54.4    |15.945|16.541|16.499|     ~|15.698|B0V                                |   6|   0
2693|    439.68|[SDP2012] 3 101               |pr?|05 39 47.77 -69 10 06.3    |     ~|     ~|22.613|     ~|22.015|~                                  |   1|   0
2694|    439.68|2MASS J05373569-6906098       |Y*O|05 37 35.693 -69 06 09.85  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2695|    439.94|2MASS J05373681-6906331       |*  |05 37 36.811 -69 06 33.17  |     ~|15.18 |15.24 |     ~|     ~|B                                  |   6|   0
2696|    440.05|BSDL 2746                     |ISM|05 40 13.0 -69 06 54       |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
2697|    440.68|[SDP2012] 3 69                |pr?|05 39 33.75 -69 10 57.2    |     ~|     ~|22.717|     ~|21.704|~                                  |   1|   0
2698|    440.77|IRSF J05390278-6857078        |*  |05 39 02.790 -68 57 07.68  |     ~|14.91 |15.04 |     ~|     ~|O7Vnnz                             |   6|   0
2699|    441.05|OGLE LMC-ECL-21077            |EB*|05 37 52.77 -69 09 12.9    |     ~|     ~|18.275|     ~|18.016|~                                  |   1|   0
2700|    441.42|SSTISAGEMC J053736.01-690232.3|X  |05 37 36.00 -69 02 32.4    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
2701|    441.62|IRSF J05401796-6904171        |*  |05 40 17.932 -69 04 16.97  |     ~|15.86 |15.96 |     ~|     ~|B0V(n)                             |   5|   0
2702|    441.67|2MASS J05373309-6904343       |SB*|05 37 33.093 -69 04 34.33  |     ~|15.64 |15.54 |     ~|     ~|O9.5III(n)                         |   6|   0
2703|    442.42|[SDP2012] 3 88                |pr?|05 39 44.57 -69 10 23.1    |     ~|     ~|20.396|     ~|19.894|~                                  |   1|   0
2704|    443.00|EROS2-star lm003-1k-7826      |LP*|05 40 14.38 -69 06 41.2    |     ~|     ~|     ~|15.064|     ~|~                                  |   1|   0
2705|    443.31|[SDP2012] 3 112               |pr?|05 39 50.48 -69 09 58.7    |     ~|     ~|22.838|     ~|21.860|~                                  |   1|   0
2706|    444.10|[SDP2012] 3 92                |pr?|05 39 45.45 -69 10 21.7    |     ~|     ~|22.281|     ~|21.779|~                                  |   1|   0
